position,rank,patent_id,serpapi_link,title,priority_date,filing_date,grant_date,publication_date,inventor,assignee,publication_number,language,thumbnail,pdf,page
1,0,patent/US10972975B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10972975B2%2Fen,Electronic device for transmitting communication signal related to pedestrian …,2017-08-10,2018-07-27,2021-04-06,2021-04-06,Ga-Jin SONG,"Samsung Electronics Co., Ltd.",US10972975B2,en,https://patentimages.storage.googleapis.com/7a/11/1c/a8f7915fb2cbab/US10972975-20210406-D00000.png,https://patentimages.storage.googleapis.com/49/8e/36/ce45f507e34a6c/US10972975.pdf,30.0
2,1,patent/US11860130B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11860130B2%2Fen,"Systems, methods, and devices for health monitoring of an energy storage device",2013-08-15,2022-11-01,2024-01-02,2024-01-02,Bhanu SOOD,"University Of Maryland, College Park",US11860130B2,en,https://patentimages.storage.googleapis.com/04/5e/5d/05144b34a1eea4/US11860130-20240102-D00000.png,https://patentimages.storage.googleapis.com/5b/95/86/c19fe4efd9ea19/US11860130.pdf,30.0
3,2,patent/US10551838B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10551838B2%2Fen,Method and system for multiple sensor correlation diagnostic and sensor fusion/ …,2017-08-08,2017-08-08,2020-02-04,2020-02-04,Xiaodong Liu,"Nio Usa, Inc.",US10551838B2,en,https://patentimages.storage.googleapis.com/c5/bb/0b/b119aac36e07bf/US10551838-20200204-D00000.png,https://patentimages.storage.googleapis.com/28/c6/d6/3ac213117f1356/US10551838.pdf,30.0
4,3,patent/US10661716B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10661716B2%2Fen,Vehicular exterior electrically variable reflectance mirror reflective element …,2002-09-20,2019-07-29,2020-05-26,2020-05-26,Ian A. McCabe,Donnelly Corporation,US10661716B2,en,https://patentimages.storage.googleapis.com/c8/89/c9/74c32af51d0e53/US10661716-20200526-D00000.png,https://patentimages.storage.googleapis.com/4e/c1/e6/cf5f9995d160fa/US10661716.pdf,30.0
5,4,patent/US20220036256A1/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS20220036256A1%2Fen,Vehicle access control services and platform,2009-10-30,2021-05-17,,2022-02-03,Sam Zaid,"Getaround, Inc.",US20220036256A1,en,https://patentimages.storage.googleapis.com/c3/44/9a/02edfef41c2883/US20220036256A1-20220203-D00000.png,https://patentimages.storage.googleapis.com/e0/28/f0/4204834a24ff70/US20220036256A1.pdf,30.0
6,5,patent/US11099267B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11099267B2%2Fen,Extended doppler PMCW code division MIMO radar,2018-12-18,2018-12-18,2021-08-24,2021-08-24,Ryan Haoyun Wu,"Nxp Usa, Inc.",US11099267B2,en,https://patentimages.storage.googleapis.com/8a/e4/10/07dc10a8aaa354/US11099267-20210824-D00000.png,https://patentimages.storage.googleapis.com/fe/8d/79/1f641e12f80980/US11099267.pdf,30.0
7,6,patent/US11808607B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11808607B2%2Fen,Ranging apparatus and moving object capable of high-accuracy ranging,2016-03-14,2020-05-18,2023-11-07,2023-11-07,Akinari Takagi,Canon Kabushiki Kaisha,US11808607B2,en,https://patentimages.storage.googleapis.com/49/9b/a2/da5a2eb5fb406c/US11808607-20231107-D00000.png,https://patentimages.storage.googleapis.com/59/78/56/0951c10e7029f5/US11808607.pdf,30.0
8,7,patent/US11454699B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS11454699B2%2Fen,FMCW radar system on a chip measuring phase noise,2014-12-29,2019-02-26,2022-09-27,2022-09-27,Brian Paul Ginsburg,Texas Instruments Incorporated,US11454699B2,en,https://patentimages.storage.googleapis.com/87/56/1c/916141baaa35b1/US11454699-20220927-D00000.png,https://patentimages.storage.googleapis.com/26/cf/de/bd16d6f9083f2f/US11454699.pdf,30.0
9,8,patent/US10903892B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FUS10903892B2%2Fen,Method for performing uplink transmission in wireless communication system and …,2018-08-22,2020-02-07,2021-01-26,2021-01-26,Jiwon Kang,Lg Electronics Inc.,US10903892B2,en,https://patentimages.storage.googleapis.com/5f/d1/95/df6f0653fd89ca/US10903892-20210126-D00000.png,https://patentimages.storage.googleapis.com/84/a2/46/7bb0569e429dc8/US10903892.pdf,30.0
10,9,patent/JP7277461B2/en,https://serpapi.com/search.json?engine=google_patents_details&patent_id=patent%2FJP7277461B2%2Fen,Rotating Compact Optical Ranging System,2017-12-07,2018-12-06,2023-05-19,2023-05-19,アンガス パカラ,アウスター インコーポレイテッド,JP7277461B2,en,https://patentimages.storage.googleapis.com/ca/8b/7c/3bcaf46bebebdd/0007277461000001.png,https://patentimages.storage.googleapis.com/35/1f/ee/df30531756adb7/JP7277461B2.pdf,30.0
